respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text
R01854,provider,3,March 2024,NJ,,after_school,"Staff and I are emotionally drained; burnout is spreading across the team. Families want more slots than we can offer; access breaks down when staff call out. Families tell me they face food insecurity, and we set up snack pantries in the classroom."
R01855,provider,1,January 2024,AL,,center,Keeping care affordable while paying staff fairly is nearly impossible. I am juggling second jobs because enrollment swings disrupt my own employment stability.
R01856,household,2,February 2024,NJ,<30k,,"Finding after-school care is a battle every semester, and options keep shrinking. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute."
R01857,household,1,January 2024,AL,>100k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby."
R01858,household,1,January 2024,NY,60-100k,,We have been on a childcare waitlist for months after our center closed.
R01859,provider,2,February 2024,PA,,family_home,"Coordinating staggered shifts with limited staff feels impossible. Open positions stay vacant, forcing us to cap enrollment and reduce hours. Managing constant schedule changes with too few people is crushing my mental health."
R01860,provider,1,January 2024,TX,,after_school,"Assistants quit when schedules change, so my employment feels precarious too. I field calls daily from parents desperate for openings we just do not have. Keeping care affordable while paying staff fairly is nearly impossible."
R01861,provider,3,March 2024,NC,,center,"Assistants quit when schedules change, so my employment feels precarious too. Families want more slots than we can offer; access breaks down when staff call out. Staff and I are emotionally drained; burnout is spreading across the team."
R01862,provider,2,February 2024,GA,,center,"Our center closed classrooms temporarily, so neighborhood access evaporated. Affordability pressures mean delays in payments and tighter margins for the program."
R01863,provider,1,January 2024,FL,,family_home,I am juggling second jobs because enrollment swings disrupt my own employment stability. Staff and I are emotionally drained; burnout is spreading across the team.
R01864,household,1,January 2024,CT,60-100k,,We stretch groceries and sometimes skip meals so tuition can stay current.
R01865,provider,3,March 2024,CO,,center,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Coordinating staggered shifts with limited staff feels impossible."
R01866,provider,3,March 2024,CA,,family_home,"Families want more slots than we can offer; access breaks down when staff call out. Operating costs skyrocket but families cannot absorb more tuition. Staff juggle multiple jobs, and every disruption ripples through coverage."
R01867,provider,1,January 2024,WA,,family_home,"Assistants quit when schedules change, so my employment feels precarious too. No substitutes are available, so I cover multiple classrooms daily."
R01868,household,2,February 2024,OH,<30k,,"We stretch groceries and sometimes skip meals so tuition can stay current. Finding after-school care is a battle every semester, and options keep shrinking."
R01869,provider,3,March 2024,IL,,center,"Keeping care affordable while paying staff fairly is nearly impossible. No substitutes are available, so I cover multiple classrooms daily. Food budgets for the program are maxed out while families ask for extra meals."
R01870,household,3,March 2024,IL,60-100k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Our center says classrooms merge because of staff shortages, leaving fewer hours. We cannot afford reliable care when costs rise faster than wages."
R01871,household,2,February 2024,TX,30-60k,,"I miss work every time care falls through, and my employer is losing patience. We were told staffing shortages limit the program to part-week care. Food insecurity is creeping back—we rely on the pantry between paychecks."
R01872,household,1,January 2024,OH,<30k,,"Employment keeps getting disrupted when I have to leave early for pickups. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Childcare remains unaffordable, forcing us to take turns missing work."
R01873,household,2,February 2024,AL,30-60k,,Employment keeps getting disrupted when I have to leave early for pickups.
R01874,household,1,January 2024,CT,<30k,,I feel burned out every week trying to cover shifts and still be a present parent. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R01875,household,2,February 2024,CO,30-60k,,"I feel burned out every week trying to cover shifts and still be a present parent. My split shift schedule never aligns with the center's hours, so coverage falls apart. I water down meals for the kids when food runs low after rent and child care."
R01876,household,2,February 2024,MA,30-60k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart."
R01877,household,1,January 2024,NC,30-60k,,"My hours were cut after too many schedule changes driven by childcare gaps. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve."
R01878,household,3,March 2024,CA,60-100k,,Food insecurity is creeping back—we rely on the pantry between paychecks.
R01879,household,2,February 2024,MI,30-60k,,We were told staffing shortages limit the program to part-week care. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R01880,provider,1,January 2024,NC,,family_home,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. Keeping care affordable while paying staff fairly is nearly impossible."
