respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text,cleaned_text,themes
R01946,provider,1,January 2024,CO,,center,"Our center closed classrooms temporarily, so neighborhood access evaporated.",our center closed classrooms temporarily so neighborhood access evaporated,CHILDCARE_ACCESS
R01947,provider,3,March 2024,TX,,informal,"I see children coming in hungry, and our program scrambles to cover snacks. No substitutes are available, so I cover multiple classrooms daily.",i see children coming hungry our program scrambles cover snacks no substitutes available so i cover multiple classrooms daily,PROVIDER_STAFF_SHORTAGE
R01948,household,3,March 2024,WA,<30k,,"No slots open when my shifts change, so reliable childcare access feels impossible. My hours were cut after too many schedule changes driven by childcare gaps.",no slots open when my shifts change so reliable childcare access feels impossible my hours were cut after too many schedule changes driven childcare gaps,CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS
R01949,household,1,January 2024,OH,60-100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. I feel burned out every week trying to cover shifts and still be a present parent.",our center says classrooms merge because staff shortages leaving fewer hours i feel burned out every week trying cover shifts still present parent,EMPLOYMENT_DISRUPTION|STRESS_BURNOUT
R01950,provider,2,February 2024,PA,,center,"I field calls daily from parents desperate for openings we just do not have. Families tell me they face food insecurity, and we set up snack pantries in the classroom. I am juggling second jobs because enrollment swings disrupt my own employment stability.",i field calls daily parents desperate openings just do not have families tell me they face food insecurity set up snack pantries classroom i am juggling second jobs because enrollment swings disrupt my own employment stability,EMPLOYMENT_DISRUPTION|FOOD_INSECURITY
R01951,household,2,February 2024,NC,30-60k,,We were told staffing shortages limit the program to part-week care. I feel burned out every week trying to cover shifts and still be a present parent.,were told staffing shortages limit program part week care i feel burned out every week trying cover shifts still present parent,EMPLOYMENT_DISRUPTION|STRESS_BURNOUT
R01952,provider,2,February 2024,NJ,,center,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Open positions stay vacant, forcing us to cap enrollment and reduce hours.",families need nights weekend coverage but cannot stretch schedules without burning out staff open positions stay vacant forcing us cap enrollment reduce hours,SCHEDULING_CONSTRAINTS
R01953,household,1,January 2024,PA,>100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours.",our center says classrooms merge because staff shortages leaving fewer hours,
R01954,household,3,March 2024,CO,30-60k,,We have been on a childcare waitlist for months after our center closed. I water down meals for the kids when food runs low after rent and child care. Short staffing means inconsistent caregivers and unpredictable schedules for us.,have been childcare waitlist months after our center closed i water down meals kids when food runs low after rent child care short staffing means inconsistent caregivers unpredictable schedules us,CHILDCARE_ACCESS|SCHEDULING_CONSTRAINTS
R01955,provider,3,March 2024,CT,,center,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. Staff juggle multiple jobs, and every disruption ripples through coverage.",families tell me they face food insecurity set up snack pantries classroom staff juggle multiple jobs every disruption ripples through coverage,FOOD_INSECURITY
R01956,household,3,March 2024,NC,30-60k,,My hours were cut after too many schedule changes driven by childcare gaps. We were told staffing shortages limit the program to part-week care.,my hours were cut after too many schedule changes driven childcare gaps were told staffing shortages limit program part week care,SCHEDULING_CONSTRAINTS
R01957,household,1,January 2024,FL,30-60k,,"Childcare remains unaffordable, forcing us to take turns missing work. We have been on a childcare waitlist for months after our center closed. Our center says classrooms merge because of staff shortages, leaving fewer hours.",childcare remains unaffordable forcing us take turns missing work have been childcare waitlist months after our center closed our center says classrooms merge because staff shortages leaving fewer hours,AFFORDABILITY|CHILDCARE_ACCESS
R01958,household,3,March 2024,IL,60-100k,,"I miss work every time care falls through, and my employer is losing patience. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",i miss work every time care falls through my employer losing patience my partner i exhausted constantly anxious about childcare collapsing last minute,EMPLOYMENT_DISRUPTION|STRESS_BURNOUT
R01959,household,2,February 2024,IL,60-100k,,We have been on a childcare waitlist for months after our center closed. I water down meals for the kids when food runs low after rent and child care.,have been childcare waitlist months after our center closed i water down meals kids when food runs low after rent child care,CHILDCARE_ACCESS
R01960,household,1,January 2024,NY,>100k,,I feel burned out every week trying to cover shifts and still be a present parent. Employment keeps getting disrupted when I have to leave early for pickups.,i feel burned out every week trying cover shifts still present parent employment keeps getting disrupted when i have leave early pickups,EMPLOYMENT_DISRUPTION|STRESS_BURNOUT
R01961,provider,2,February 2024,IL,,center,Staff and I are emotionally drained; burnout is spreading across the team. I am juggling second jobs because enrollment swings disrupt my own employment stability.,staff i emotionally drained burnout spreading across team i am juggling second jobs because enrollment swings disrupt my own employment stability,EMPLOYMENT_DISRUPTION
R01962,household,3,March 2024,IL,60-100k,,"Childcare remains unaffordable, forcing us to take turns missing work. We were told staffing shortages limit the program to part-week care. Employment keeps getting disrupted when I have to leave early for pickups.",childcare remains unaffordable forcing us take turns missing work were told staffing shortages limit program part week care employment keeps getting disrupted when i have leave early pickups,AFFORDABILITY|EMPLOYMENT_DISRUPTION
R01963,household,1,January 2024,FL,<30k,,I water down meals for the kids when food runs low after rent and child care. We cannot afford reliable care when costs rise faster than wages.,i water down meals kids when food runs low after rent child care cannot afford reliable care when costs rise faster than wages,AFFORDABILITY
R01964,provider,3,March 2024,NY,,family_home,"Staff juggle multiple jobs, and every disruption ripples through coverage.",staff juggle multiple jobs every disruption ripples through coverage,
R01965,household,2,February 2024,NY,60-100k,,"Childcare remains unaffordable, forcing us to take turns missing work.",childcare remains unaffordable forcing us take turns missing work,AFFORDABILITY
R01966,household,3,March 2024,TX,>100k,,"Childcare remains unaffordable, forcing us to take turns missing work.",childcare remains unaffordable forcing us take turns missing work,AFFORDABILITY
R01967,household,3,March 2024,CO,<30k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby.",weekend work non negotiable but there no evening care anywhere nearby,SCHEDULING_CONSTRAINTS
R01968,provider,1,January 2024,FL,,informal,Keeping care affordable while paying staff fairly is nearly impossible. Staff and I are emotionally drained; burnout is spreading across the team.,keeping care affordable while paying staff fairly nearly impossible staff i emotionally drained burnout spreading across team,AFFORDABILITY
