respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text,cleaned_text,themes,AFFORDABILITY,CHILDCARE_ACCESS,EMPLOYMENT_DISRUPTION,FOOD_INSECURITY,PROVIDER_STAFF_SHORTAGE,SCHEDULING_CONSTRAINTS,STRESS_BURNOUT
R01903,provider,1,January 2024,FL,,center,"No substitutes are available, so I cover multiple classrooms daily. Families tell me they face food insecurity, and we set up snack pantries in the classroom.",no substitutes available so i cover multiple classrooms daily families tell me they face food insecurity set up snack pantries classroom,"['FOOD_INSECURITY', 'PROVIDER_STAFF_SHORTAGE']",False,False,False,True,True,False,False
R01904,household,2,February 2024,OH,30-60k,,"My hours were cut after too many schedule changes driven by childcare gaps. Childcare remains unaffordable, forcing us to take turns missing work.",my hours were cut after too many schedule changes driven childcare gaps childcare remains unaffordable forcing us take turns missing work,"['AFFORDABILITY', 'SCHEDULING_CONSTRAINTS']",True,False,False,False,False,True,False
R01905,provider,3,March 2024,GA,,center,I field calls daily from parents desperate for openings we just do not have. I am juggling second jobs because enrollment swings disrupt my own employment stability.,i field calls daily parents desperate openings just do not have i am juggling second jobs because enrollment swings disrupt my own employment stability,['EMPLOYMENT_DISRUPTION'],False,False,True,False,False,False,False
R01906,household,1,January 2024,TX,<30k,,"Childcare remains unaffordable, forcing us to take turns missing work.",childcare remains unaffordable forcing us take turns missing work,['AFFORDABILITY'],True,False,False,False,False,False,False
R01907,provider,2,February 2024,NC,,after_school,"I am overwhelmed balancing paperwork, families, and the classroom without relief.",i am overwhelmed balancing paperwork families classroom without relief,['STRESS_BURNOUT'],False,False,False,False,False,False,True
R01908,household,3,March 2024,GA,60-100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours.",our center says classrooms merge because staff shortages leaving fewer hours,[],True,False,False,False,False,False,False
R01909,household,2,February 2024,OH,<30k,,We stretch groceries and sometimes skip meals so tuition can stay current.,stretch groceries sometimes skip meals so tuition can stay current,"['AFFORDABILITY', 'FOOD_INSECURITY']",True,False,False,True,False,False,False
R01910,household,3,March 2024,CA,>100k,,We cannot afford reliable care when costs rise faster than wages. Short staffing means inconsistent caregivers and unpredictable schedules for us. My hours were cut after too many schedule changes driven by childcare gaps.,cannot afford reliable care when costs rise faster than wages short staffing means inconsistent caregivers unpredictable schedules us my hours were cut after too many schedule changes driven childcare gaps,"['AFFORDABILITY', 'SCHEDULING_CONSTRAINTS']",True,False,False,False,False,True,False
R01911,provider,1,January 2024,NJ,,family_home,"I am overwhelmed balancing paperwork, families, and the classroom without relief.",i am overwhelmed balancing paperwork families classroom without relief,['STRESS_BURNOUT'],True,False,False,False,False,False,True
R01912,provider,2,February 2024,CO,,informal,"Staff juggle multiple jobs, and every disruption ripples through coverage. Staff and I are emotionally drained; burnout is spreading across the team. Coordinating staggered shifts with limited staff feels impossible.",staff juggle multiple jobs every disruption ripples through coverage staff i emotionally drained burnout spreading across team coordinating staggered shifts limited staff feels impossible,['EMPLOYMENT_DISRUPTION'],False,False,True,False,False,False,True
R01913,household,3,March 2024,WA,>100k,,Food insecurity is creeping back—we rely on the pantry between paychecks.,food insecurity creeping back rely pantry between paychecks,['FOOD_INSECURITY'],False,False,False,True,False,False,False
R01914,household,3,March 2024,MA,30-60k,,"We have been on a childcare waitlist for months after our center closed. I miss work every time care falls through, and my employer is losing patience. My split shift schedule never aligns with the center's hours, so coverage falls apart.",have been childcare waitlist months after our center closed i miss work every time care falls through my employer losing patience my split shift schedule never aligns center s hours so coverage falls apart,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,True,True,False,False,True,False
R01915,household,2,February 2024,TX,30-60k,,My hours were cut after too many schedule changes driven by childcare gaps. We stretch groceries and sometimes skip meals so tuition can stay current. We have been on a childcare waitlist for months after our center closed.,my hours were cut after too many schedule changes driven childcare gaps stretch groceries sometimes skip meals so tuition can stay current have been childcare waitlist months after our center closed,"['AFFORDABILITY', 'CHILDCARE_ACCESS', 'FOOD_INSECURITY', 'SCHEDULING_CONSTRAINTS']",True,True,False,True,False,True,False
R01916,household,3,March 2024,GA,>100k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. No slots open when my shifts change, so reliable childcare access feels impossible.",weekend work non negotiable but there no evening care anywhere nearby no slots open when my shifts change so reliable childcare access feels impossible,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,True,True,False,False,True,False
R01917,household,2,February 2024,AL,>100k,,"The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Childcare remains unaffordable, forcing us to take turns missing work.",stress juggling work caregiving overwhelming my mental health keeps slipping childcare remains unaffordable forcing us take turns missing work,"['AFFORDABILITY', 'STRESS_BURNOUT']",True,False,False,False,False,False,True
R01918,household,1,January 2024,NY,60-100k,,"Childcare remains unaffordable, forcing us to take turns missing work. My split shift schedule never aligns with the center's hours, so coverage falls apart.",childcare remains unaffordable forcing us take turns missing work my split shift schedule never aligns center s hours so coverage falls apart,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",True,False,True,True,False,True,False
R01919,household,3,March 2024,NY,<30k,,Food insecurity is creeping back—we rely on the pantry between paychecks.,food insecurity creeping back rely pantry between paychecks,['FOOD_INSECURITY'],False,False,False,True,False,False,False
R01920,household,2,February 2024,NJ,60-100k,,Short staffing means inconsistent caregivers and unpredictable schedules for us. Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. Employment keeps getting disrupted when I have to leave early for pickups.,short staffing means inconsistent caregivers unpredictable schedules us coordinating schedules my partner provider weekly puzzle rarely solve employment keeps getting disrupted when i have leave early pickups,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,False,True,False
R01921,household,3,March 2024,NJ,30-60k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart. No slots open when my shifts change, so reliable childcare access feels impossible.",my split shift schedule never aligns center s hours so coverage falls apart no slots open when my shifts change so reliable childcare access feels impossible,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,True,True,False,False,True,False
R01922,household,1,January 2024,PA,30-60k,,"Employment keeps getting disrupted when I have to leave early for pickups. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping. Our center says classrooms merge because of staff shortages, leaving fewer hours.",employment keeps getting disrupted when i have leave early pickups stress juggling work caregiving overwhelming my mental health keeps slipping our center says classrooms merge because staff shortages leaving fewer hours,"['EMPLOYMENT_DISRUPTION', 'STRESS_BURNOUT']",False,False,False,False,False,False,True
